accession	taxid	species_name	assembly_level	method	sequencing_technology	submission_date	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50
GCA_034782715.1	321093	Pseudastur albicollis	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T16:05:03.517	71226	6838	40531	36251710
GCA_025727835.1	1458047	Megatriorchis doriae	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.770	65943	10790	40312	36240079
GCA_027564205.1	8953	Falco columbarius	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.496	77636	9423	39527	90981074
GCA_025727975.1	70275	Hieraaetus pennatus	Scaffold	SPAdes v. 2021	Illumina	2021-10-29T18:47:26.756	72926	13053	39028	36546257
GCA_036023395.1	360220	Myiotriccus ornatus	Scaffold	SPAdes v. 2023	Illumina	2023-08-21T14:54:04.047	69686	24635	38472	71084588
GCA_027564455.1	495971	Falco novaeseelandiae	Scaffold	SPAdes v. 2022	Illumina	2021-03-27T17:14:05.166	79914	17011	37972	91057712
GCA_035583235.1	2767836	Hafferia zeledoni	Scaffold	SPAdes v. 2023	Illumina	2023-08-21T14:54:03.923	88398	37315	37556	71718664
GCA_044007635.1	36268	Paradisaea raggiana	Scaffold	SPAdes v. 2024	Illumina	2024-09-27T06:12:03.849	142243	72776	37228	73071841
GCA_026873725.1	223777	Busarellus nigricollis	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.583	75812	8942	37081	36361711
GCA_034781795.1	57238	Crypturellus tataupa	Scaffold	SPAdes v. 2023	Illumina	2023-08-15T17:58:04.090	82569	36558	36970	3084989
GCA_025727635.1	115122	Buteo hemilasius	Scaffold	SPAdes v. 2021	Illumina	2021-10-29T18:47:26.633	78676	12754	36867	36120247
GCA_036873505.1	54769	Acanthis flammea	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:43.606	93510	24556	36743	71879038
GCA_027580075.1	2869447	Geranoaetus polyosoma	Scaffold	SPAdes v. 2022	Illumina	2022-02-13T09:30:07.713	79947	11250	36669	36349134
GCA_032361345.1	176049	Trichoglossus haematodus	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.627	887848	875900	36538	41917
GCA_041107615.1	435148	Cynoglossus puncticeps	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.667	92147	79558	36502	70093
GCA_035041215.1	468485	Gymnopithys bicolor	Scaffold	SPAdes v. 2023	Illumina	2023-08-21T14:54:03.910	83245	32193	36357	72916254
GCA_026770005.1	335207	Butastur indicus	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.596	67994	6696	36206	33125957
GCA_035592155.1	2869452	Milvus aegyptius	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T16:22:04.143	84876	10361	35645	36576757
GCA_041043685.1	335483	Eudocimus ruber	Scaffold	SPAdes v. 2024	Illumina	2022-03-11T14:24:31.570	159519	89712	35096	101016769
GCA_025727955.1	148593	Falco cenchroides	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T17:04:05.540	82936	9463	34929	90928354
GCA_027564715.1	2869446	Buteogallus solitarius	Scaffold	SPAdes v. 2022	Illumina	2021-10-15T11:23:03.870	73075	10465	34893	36382398
GCA_035590455.1	1562126	Microhierax latifrons	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T17:37:03.740	93607	15398	34779	90672756
GCA_034782735.1	56258	Sagittarius serpentarius	Scaffold	SPAdes v. 2023	Illumina	2023-08-15T15:10:03.627	84629	12333	34129	35993406
GCA_027563805.1	175830	Buceros bicornis	Scaffold	SPAdes v. 2022	Illumina	2021-01-28T11:40:06.806	82936	20477	34107	39137307
GCA_025630005.1	453957	Falco fasciinucha	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T17:06:04.056	260705	186326	33832	91035173
GCA_026930665.1	223445	Buteo albigula	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.620	70347	5560	33824	36520423
GCA_026413545.1	2840665	Cichladusa arquata	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.363	86702	15811	33211	62015104
GCA_027123655.1	1765322	Muscicapa comitata	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.300	83675	16925	32997	61618902
GCA_025309795.1	387812	Butastur rufipennis	Scaffold	SPAdes v. 2021	Illumina	2021-10-29T18:47:26.610	82681	13332	32890	36038145
GCA_035041135.1	377289	Platyrinchus mystaceus	Scaffold	SPAdes v. 2023	Illumina	2023-08-21T14:54:04.073	79593	27508	32836	71558608
GCA_027122915.1	56349	Falco femoralis	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T17:09:06.700	92111	8864	32593	91027059
GCA_025727715.1	36247	Gyps fulvus	Scaffold	SPAdes v. 2021	Illumina	2021-10-29T18:47:26.720	84889	15762	32587	36588978
GCA_025448035.1	136504	Cacatua moluccensis	Scaffold	SPAdes v. 2022	Illumina	2021-04-24T13:23:05.453	135982	116537	32365	41748
GCA_049176355.1	8880	Mergus merganser	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T14:17:04.817	127402	62012	32089	75503997
GCA_025740775.1	52645	Haliaeetus leucogaster	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.733	86830	11336	31650	36561209
GCA_025727815.1	115229	Buteo lagopus	Scaffold	SPAdes v. 2022	Illumina	2022-03-11T14:24:31.470	93358	11703	31269	36009240
GCA_026212715.1	387829	Elanus axillaris	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.696	77272	6848	30028	35952584
GCA_025310515.1	223473	Buteo albonotatus	Scaffold	SPAdes v. 2022	Illumina	2022-01-26T14:25:04.133	114153	28821	29903	36343856
GCA_025629985.1	1743360	Chamaetylas fuelleborni	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.333	150103	72330	29728	61643226
GCA_027575085.1	321128	Geranospiza caerulescens	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.706	93275	6984	29619	36287424
GCA_032275265.1	75847	Anas georgica	Scaffold	SPAdes v. 2023	Illumina	2023-05-28T09:41:03.743	76079	9301	29010	80592087
GCA_026546895.1	228321	Pogonocichla stellata	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.536	100080	17826	28787	62090701
GCA_029814665.1	483362	Acanthurus lineatus	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.366	50727	21098	28744	24554306
GCA_034783215.1	75858	Mareca sibilatrix	Scaffold	SPAdes v. 2023	Illumina	2023-07-23T11:27:06.250	96010	25756	28321	75004809
GCA_031762475.1	141271	Cacatua sulphurea	Scaffold	SPAdes v. 2023	Illumina	2023-04-03T19:33:05.217	97187	68351	27643	39234
GCA_032353205.1	372373	Tyrannus verticalis	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T14:08:00.563	86790	13183	27557	63551846
GCA_026546585.1	248153	Muscicapa adusta	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.510	101932	19801	27186	62278525
GCA_024336845.1	51902	Cyanopsitta spixii	Scaffold	SPAdes v. 2021	Illumina	2021-06-30T12:54:02.593	74381	53615	26502	36276
GCA_027564225.1	433633	Gallinago stenura	Scaffold	SPAdes v. 2021	Illumina	2021-05-05T10:24:04.863	156315	76263	26492	78092686
GCA_027576295.1	228319	Cossypha polioptera	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.456	156375	68097	26407	62136990
GCA_035041425.1	430701	Mionectes olivaceus	Scaffold	SPAdes v. 2023	Illumina	2023-08-21T14:54:03.977	100943	33764	25755	70163673
GCA_024734035.1	228309	Alethe castanea	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.253	280977	193993	25740	62162779
GCA_029814625.1	57074	Psittacula derbiana	Scaffold	SPAdes v. 2022	Illumina	2021-04-24T10:09:05.506	92248	65580	25729	36628
GCA_027564165.1	586766	Gallinago nigripennis	Scaffold	SPAdes v. 2021	Illumina	2021-01-11T10:37:04.233	108993	27359	25638	77599595
GCA_039877175.1	126827	Otus scops	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:55:04.383	407775	341770	25579	86908813
GCA_026122665.1	1381581	Gallinago hardwickii	Scaffold	SPAdes v. 2021	Illumina	2021-05-18T15:56:07.783	119495	32711	25428	77540074
GCA_027564735.1	156764	Rostrhamus sociabilis	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.813	104251	14136	24775	36552554
GCA_025448115.1	387845	Micronisus gabar	Scaffold	SPAdes v. 2021	Illumina	2021-10-29T18:47:26.790	207183	103575	24717	34722062
GCA_035046945.1	96539	Loxia leucoptera	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:44.207	110292	22303	23841	71234186
GCA_028565335.1	161678	Limnodromus scolopaceus	Scaffold	SPAdes v. 2021	Illumina	2021-05-18T16:00:07.873	117736	24983	23624	80129524
GCA_035590215.1	263164	Microhierax caerulescens	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T08:54:03.353	137665	26710	23510	91191107
GCA_027576135.1	228318	Cossypha dichroa	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.416	212597	104674	23080	62185255
GCA_035583095.1	141274	Cacatua galerita	Scaffold	SPAdes v. 2023	Illumina	2023-09-11T14:14:03.407	127035	83418	23013	36343
GCA_026284605.1	1118838	Pyrrhura egregia	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T16:01:16.483	193445	159071	22880	32817
GCA_026770345.1	43165	Tyrannus tyrannus	Scaffold	SPAdes v. 2022	Illumina	2022-01-31T16:16:03.623	114348	43947	22497	63119817
GCA_025774025.1	171277	Xenus cinereus	Scaffold	SPAdes v. 2021	Illumina	2021-05-05T08:44:04.850	120875	17305	22265	80336233
GCA_027579995.1	52776	Ciconia episcopus	Scaffold	SPAdes v. 2021	Illumina	2020-04-02T09:31:03.430	103001	9822	22161	84239905
GCA_024331605.1	178893	Primolius couloni	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.590	194497	164495	21801	31393
GCA_025584955.1	197521	Alethe diademata	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.270	270405	173286	21488	61217455
GCA_036851205.1	372374	Tyrannus forficatus	Scaffold	SPAdes v. 2022	Illumina	2022-01-31T15:57:03.240	112839	39619	21249	62827110
GCA_026284525.1	311898	Pyrrhura melanura	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.656	383805	355226	21017	30090
GCA_024337085.1	178888	Diopsittaca nobilis	Scaffold	SPAdes v. 2021	Illumina	2020-11-06T20:32:05.263	233335	195322	20970	31393
GCA_050573535.1	2904765	Ambassis kopsii	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.320	579701	556059	20905	17578950
GCA_026284565.1	311892	Pyrrhura orcesi	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T16:01:16.526	260956	219333	20713	30681
GCA_024496005.1	311899	Pyrrhura hoffmanni	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T16:01:16.496	216466	183058	20509	30258
GCA_026284705.1	311887	Pyrrhura amazonum	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.643	305434	267520	20209	30181
GCA_027574825.1	36241	Ciconia nigra	Scaffold	SPAdes v. 2021	Illumina	2020-04-02T08:51:04.680	108556	6761	20137	84571636
GCA_026284625.1	467031	Ara ambiguus	Scaffold	SPAdes v. 2021	Illumina	2020-06-18T11:56:04.040	190364	155467	19857	29342
GCA_027576195.1	869905	Cossypha heuglini	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.430	293917	188580	19509	62254629
GCA_024499995.1	2022865	Pyrrhura lucianii	Scaffold	SPAdes v. 2021	Illumina	2021-10-06T11:48:05.303	513132	473785	19503	29427
GCA_026770275.1	43518	Milvus milvus	Scaffold	SPAdes v. 2021	Illumina	2021-10-29T18:47:26.803	131799	9675	19475	36490134
GCA_026284585.2	311894	Pyrrhura albipectus	Scaffold	SPAdes v. 2023	Illumina	2021-03-27T16:01:16.473	213884	167982	19408	29691
GCA_024331625.1	178885	Psittacara leucophthalmus	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.630	156908	123134	19150	29563
GCA_025311575.1	192873	Elanoides forficatus	Scaffold	SPAdes v. 2022	Illumina	2022-01-26T14:12:07.883	119723	8813	18505	36661330
GCA_026284545.1	51910	Pyrrhura picta	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.670	286758	240904	16508	27053
GCA_036026335.1	8838	Mareca penelope	Scaffold	SPAdes v. 2023	Illumina	2023-12-26T12:13:04.683	317267	210326	16249	76248003
GCA_024361745.1	141836	Cacatua alba	Scaffold	SPAdes v. 2021	Illumina	2021-04-25T09:15:05.170	482624	425424	16237	28354
GCA_041108315.1	237433	Nicator chloris	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.877	632823	527271	16178	62773967
GCA_032165275.1	75842	Spatula discors	Scaffold	SPAdes v. 2023	Illumina	2023-05-28T09:39:06.157	124199	10986	15868	80283799
GCA_035222285.1	60464	Agapornis lilianae	Scaffold	SPAdes v. 2023	Illumina	2023-08-02T09:02:04.757	165969	106669	15867	27332
GCA_025728075.1	555258	Gallinago paraguaiae	Scaffold	SPAdes v. 2021	Illumina	2021-01-11T10:34:08.140	165313	40089	15517	77818824
GCA_026413425.1	279954	Tringa solitaria	Scaffold	SPAdes v. 2021	Illumina	2021-05-05T10:11:04.446	141917	17477	15233	79619486
GCA_027575645.1	228317	Cossypha caffra	Scaffold	SPAdes v. 2022	Illumina	2021-05-30T19:22:24.403	212706	99892	15141	62380019
GCA_027564495.1	2802618	Gallinago solitaria	Scaffold	SPAdes v. 2021	Illumina	2021-05-05T10:20:05.070	136926	19562	15131	78624065
GCA_047292315.1	390418	Auchenoglanis occidentalis	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T13:18:04.386	94794	37598	14361	23039297
GCA_044758175.1	101491	Trionyx triunguis	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:48:04.700	499761	383989	14238	84182022
GCA_025447815.1	143327	Percopsis transmontana	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.926	68819	54245	14050	20066
GCA_049174775.1	2890838	Austroglanis gilli	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.313	147165	76800	13801	23803631
GCA_035588595.1	75832	Mareca americana	Scaffold	SPAdes v. 2023	Illumina	2023-09-11T13:51:06.477	228488	59777	13692	75560830
GCA_025448095.1	176045	Poicephalus senegalus	Scaffold	SPAdes v. 2022	Illumina	2021-04-03T18:03:17.966	151601	87774	13535	26297
GCA_030068235.1	2485738	Notoglanidium macrostoma	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.920	102421	51058	13405	21497383
GCA_030014305.1	2922083	Clarias laeviceps	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.903	143975	47845	12522	28586613
GCA_041108095.1	208073	Hylia prasina	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.643	642315	517803	12440	62083794
GCA_030014255.1	1451154	Parauchenoglanis ngamensis	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.943	105891	53276	12400	22072458
GCA_032361065.1	1913189	Enteromius trimaculatus	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.207	146094	86544	12020	18275175
GCA_025448055.1	345186	Pionites leucogaster	Scaffold	SPAdes v. 2022	Illumina	2021-04-24T10:39:05.320	159098	90868	11699	24027
GCA_044758295.1	44522	Pelomedusa subrufa	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:46:07.760	577462	420363	11604	103230343
GCA_046766115.1	2922177	Atopodontus adriaensi	Scaffold	SPAdes v. 2024	Illumina	2024-09-18T09:40:04.383	100741	35162	11499	21513116
GCA_044628515.1	323527	Leptodactylus mystaceus	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:49:04.967	463909	455849	11306	11832
GCA_030068025.1	1676926	Parauchenoglanis punctatus	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.956	134588	75035	11271	21597315
GCA_047291715.1	390410	Atopochilus savorgnani	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T15:25:04.607	110526	39683	11170	21663288
GCA_027497815.1	321113	Aquila africana	Scaffold	SPAdes v. 2022	Illumina	2021-10-15T12:10:04.260	361114	143142	11066	49659068
GCA_026122685.1	670344	Gallinago megala	Scaffold	SPAdes v. 2021	Illumina	2021-05-18T16:08:05.030	242231	68704	10872	77546472
GCA_032353885.1	555279	Nothura maculosa	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T10:09:17.363	260338	131141	10868	2524321
GCA_027564435.1	495972	Falco berigora	Scaffold	SPAdes v. 2022	Illumina	2021-03-27T17:02:05.343	196512	13138	10828	92537993
GCA_027580015.1	115230	Buteo oreophilus	Scaffold	SPAdes v. 2022	Illumina	2021-10-11T14:41:02.683	198569	12775	10773	37982198
GCA_027575585.1	81381	Percopsis omiscomaycus	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.870	87231	75266	10557	13143
GCA_032275445.1	458187	Crypturellus soui	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T10:09:17.373	224841	76683	10551	2922566
GCA_034780855.1	658926	Tachyeres leucocephalus	Scaffold	SPAdes v. 2023	Illumina	2023-05-28T09:24:08.130	166377	8647	10511	80371429
GCA_035590535.1	495947	Falco concolor	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T17:40:04.070	218929	11297	10077	92092007
GCA_025310935.1	258817	Henicopernis longicauda	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.746	214687	14078	10074	37031727
GCA_035590175.1	2868386	Aviceda leuphotes	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T17:51:04.820	227544	19050	9990	36484812
GCA_032273925.1	30466	Rhynchotus rufescens	Scaffold	SPAdes v. 2023	Illumina	2023-07-25T12:28:03.947	180244	141505	9861	16141
GCA_028564935.1	301284	Neosilurus hyrtlii	Scaffold	SPAdes v. 2022	Illumina	2022-05-18T16:23:12.506	154967	89698	9756	18169250
GCA_037177055.1	69132	Atherinosoma microstoma	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.423	172644	87808	9726	29713486
GCA_043090425.1	91908	Chamaeleo dilepis	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:47:04.013	523505	476822	9578	12659
GCA_026937365.1	555235	Circus cinereus	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.683	211338	7895	9480	38728798
GCA_027576815.1	228316	Cossypha niveicapilla	Scaffold	SPAdes v. 2022	Illumina	2021-05-30T19:22:24.443	514467	340008	9328	58307819
GCA_044758705.1	51844	Anilius scytale	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.350	802526	767392	9223	11133
GCA_036919975.1	120830	Melanotaenia parkinsoni	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.133	215286	56475	9005	32112094
GCA_030068275.1	310930	Clarias platycephalus	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.910	174068	48183	8696	28376537
GCA_032361145.1	496973	Enteromius fasciolatus	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.247	161808	82868	8489	17955528
GCA_030014365.1	121737	Clarias pachynema	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.873	208674	79163	8466	27827984
GCA_026109245.1	307441	Nisaetus alboniger	Scaffold	SPAdes v. 2022	Illumina	2022-02-05T17:18:03.966	276929	38553	8180	37538868
GCA_037177035.1	753902	Craterocephalus eyresii	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.457	168657	90781	8176	26755797
GCA_038382085.1	75844	Mareca falcata	Scaffold	SPAdes v. 2024	Illumina	2024-03-08T11:33:03.850	673165	428484	7925	76688683
GCA_044758195.1	158814	Terrapene carolina	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:50:12.300	956952	623398	7809	118976305
GCA_027564795.1	94919	Aphredoderus sayanus	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.633	116939	96102	7562	10609
GCA_026283845.1	178894	Primolius maracana	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.603	350581	210077	7525	20300
GCA_027123695.1	2840664	Chamaetylas choloensis	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.316	244135	22522	7413	63207255
GCA_030068045.1	1138289	Platyallabes tihoni	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.976	195219	51462	7260	28588932
GCA_041045125.1	670350	Muscicapa griseisticta	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.837	1010584	825255	7158	61816144
GCA_030014275.1	1676874	Clariallabes melas	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.840	189712	48312	7131	28684424
GCA_032468055.1	46287	Acrochordus granulatus	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T07:46:03.546	356517	184515	7023	156840
GCA_041731235.1	671079	Brotogeris cyanoptera	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:03.907	546845	383368	6891	19213
GCA_026283905.1	232645	Psittacula cyanocephala	Scaffold	SPAdes v. 2021	Illumina	2021-04-09T13:26:05.330	341513	194037	6813	20244
GCA_036026575.1	458107	Pionus tumultuosus	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.533	506710	331592	6417	19117
GCA_027564035.1	279947	Gallinago delicata	Scaffold	SPAdes v. 2021	Illumina	2021-01-11T10:29:05.496	354877	106721	6412	77961257
GCA_026212835.1	223485	Geranoaetus albicaudatus	Scaffold	SPAdes v. 2022	Illumina	2022-01-26T14:22:03.790	291857	9171	6370	37415151
GCA_032274685.1	372375	Tyrannus cubensis	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T16:53:04.897	256203	20266	6205	57245702
GCA_028570965.1	75288	Pylodictis olivaris	Scaffold	SPAdes v. 2021	Illumina	2021-07-28T12:05:05.036	340369	219387	6188	19140640
GCA_037177175.1	588576	Melanotaenia australis	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.027	532564	321132	5748	32332949
GCA_042902775.1	8692	Bitis arietans	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.283	917335	884825	5745	6586
GCA_030068255.1	1104228	Clarias angolensis	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.863	279023	103667	5739	27954060
GCA_040967295.1	185738	Molva dypterygia	Scaffold	SPAdes v. 2024	Illumina	2021-09-03T13:19:19.407	147253	40206	5568	20455585
GCA_032270905.1	8833	Aix sponsa	Scaffold	SPAdes v. 2023	Illumina	2023-07-18T17:37:10.377	380999	109	5559	72826709
GCA_041731255.1	1108006	Anthus novaeseelandiae	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.343	1123050	990218	5517	10875159
GCA_035592195.1	329121	Milvus lineatus	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T16:40:05.070	336153	13261	5449	34273599
GCA_027497675.1	28791	Cyprinella lutrensis	Scaffold	SPAdes v. 2022	Illumina	2022-02-13T08:54:03.886	177241	35095	5329	28478858
GCA_040207595.1	111818	Phodilus badius	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:03:07.187	1150229	903120	5326	20829492
GCA_030264375.1	302049	Carcharhinus longimanus	Scaffold	SPAdes v. 2023	Illumina	2023-04-04T08:54:03.610	648314	68774	5282	93500205
GCA_030068335.1	1676869	Chrysichthys cranchii	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.813	260603	170853	5215	16418891
GCA_028566535.1	56299	Scolopax minor	Scaffold	SPAdes v. 2021	Illumina	2021-03-07T08:08:04.900	316137	41831	5023	80054137
GCA_028566295.1	349546	Liobagrus marginatus	Scaffold	SPAdes v. 2022	Illumina	2021-12-20T12:50:10.823	183766	118565	4744	10858133
GCA_049181635.1	373251	Spratelloides delicatulus	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.103	405170	384156	4706	5416
GCA_047292355.1	8715	Agkistrodon piscivorus	Scaffold	SPAdes v. 2024	Illumina	2024-12-04T18:06:03.863	423161	389111	4672	5345
GCA_046270685.1	8725	Bothrops atrox	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T11:11:03.690	761625	725154	4498	5127
GCA_047404535.1	86205	Periophthalmus argentilineatus	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T13:53:03.870	419554	326823	4478	22255610
