accession	contig_n50	scaffold_n50	compleasm_complete	compleasm_single	compleasm_dup	compleasm_retro	compleasm_fragmented	compleasm_missing	compleasm_frameshift	project	type	seq
002022975	116461	16121017	3335	26	3309	0	40	14	83	Other	Other	Illumina
002023025	103770	15068564	3331	23	3308	0	46	12	77	Other	Other	Illumina
002029285	17937	19987418	3329	3327	2	0	50	10	80	Other	Other	Illumina
002078875	234926	7868035	3371	3370	1	0	11	8	47	Other	Other	Illumina
002102435	122019	850721	3278	3192	9	77	97	15	116	Other	Other	Illumina
002109545	16099	334400	3255	3207	47	1	117	17	104	Other	Other	Illumina
002120245	70439	109974	3111	3107	4	0	243	36	53	Other	Other	Illumina
002163495	13827	1670138	3118	1956	1159	3	175	97	214	Other	Other	Illumina
002166845	35039	5027881	3349	3345	4	0	35	6	76	Other	Other	Illumina
002167245	1043501	7965281	3104	3089	12	3	35	251	137	Other	Other	PacBio
002173435	67731	1719903	3351	3350	1	0	34	5	50	Other	Other	Illumina
002173455	97559	1990987	3355	3333	22	0	25	9	58	Other	Other	Illumina
002173475	100243	4648443	3378	3378	0	0	8	4	51	Other	Other	Illumina
002174335	35201	86910	2912	2889	21	2	377	96	73	Other	Other	Illumina
002189225	10066	187455	2995	2948	17	30	318	73	157	Other	Other	Illumina
002197005	7944	107358006	2994	2963	15	16	261	135	361	Other	Other	Illumina
002197715	100439	2953339	3338	3319	18	1	29	23	79	Other	Other	Illumina
002204375	46546	374687	3201	2981	202	18	140	48	95	Other	Other	Illumina
002207885	19672	791853	3293	3286	7	0	68	29	375	Other	Other	CLR
002215935	76389	10472398	3368	3330	9	29	9	13	73	Other	Other	Illumina
002217815	872227	5610255	3340	3325	14	1	23	27	195	Other	Other	CLR
002218305	154132	1035259	3325	3305	18	2	45	20	61	Other	Other	Illumina
002224875	33496	2077029	3298	3256	40	2	79	13	93	Other	Other	Illumina
002234675	2530934	31218526	3314	3300	13	1	12	64	77	Other	Other	CLR
002260705	249755	5812906	3383	3373	10	0	6	1	60	Other	Other	CLR
002284835	5415	39368	1733	1715	11	7	1015	638	418	Other	Other	Illumina
002288905	244548	38751465	3386	3360	8	18	3	1	64	Other	Other	Illumina
002288925	196689	31183418	3378	3332	16	30	7	5	74	Other	Other	Illumina
002289315	24899	15847591	3374	3370	4	0	9	7	61	Other	Other	Illumina
002305835	388702	3249743	3324	3316	5	3	34	32	64	Other	Other	Illumina
002335545	4003	49031	1714	1694	11	9	1078	586	470	Other	Other	Illumina
002372975	172291	20549776	3367	3351	15	1	18	5	62	Other	Other	Illumina
002406435	34849	1761345	3233	3130	39	64	119	37	255	Other	Other	Illumina
002443075	59950	2844142	3331	3228	15	88	46	11	112	Other	Other	Illumina
002564285	4179	4698	1354	1259	69	26	1262	739	587	Other	Other	Illumina
002564305	4478	4874	1176	1087	69	20	1295	883	612	Other	Other	Illumina
002592135	97462	4974386	3357	3355	2	0	27	6	55	Other	Other	Illumina
002592385	10978	10978	2209	2183	26	0	984	186	50	Other	Other	Illumina
002631895	28585	118346	3048	3042	6	0	292	46	64	Other	Other	Illumina
002723815	7661	472078	3030	2903	126	1	274	82	423	Other	Other	Illumina
002738545	2656	10674	1057	1042	10	5	1525	782	405	Other	Other	Illumina
002742125	2572683	107697089	3382	3261	27	94	3	5	116	Other	Other	PacBio
002743455	88037	74988519	3175	3164	10	1	171	44	106	Other	Other	Illumina
002754865	155284	129239660	3358	3237	20	101	28	4	79	Zoonomia	Other	Illumina
002775205	9181372	31535491	3370	3356	14	0	7	13	71	Other	Other	PacBio
002776465	324210	401715	3312	3261	50	1	57	21	61	Other	Other	ONT
002776525	100421	131283114	3330	3210	43	77	48	12	94	Other	Other	Illumina
002798355	639813	90110113	3371	3366	5	0	10	9	59	Other	Other	PacBio
002814215	51346	1269737	3339	3314	24	1	44	7	73	Other	Other	Illumina
002819105	461652	461652	3187	3101	85	1	76	127	149	Other	Other	PacBio
002831465	19113	153278	2961	1834	1119	8	243	185	182	Other	Other	Illumina
002837175	42877	122182240	3269	3224	14	31	101	20	94	Other	Other	BGI
002844005	21257	283007	2073	2067	6	0	702	609	332	Other	Other	Illumina
002844635	6372407	131458098	3338	3328	5	5	14	38	254	Other	Other	PacBio
002844835	89455	614498	3227	3211	9	7	136	26	67	Other	Other	Illumina
002849675	144184	5538430	3313	3308	5	0	34	43	74	Other	Other	Illumina
002850735	10896	32860	2295	2277	17	1	801	278	102	Other	Other	Illumina
002863925	1502753	87230776	3385	3346	26	13	4	1	61	Other	Other	PacBio
002870145	23132	1191622	3325	3301	22	2	51	14	91	Other	Other	Illumina
002872115	37656	1731158	3324	3215	108	1	38	27	96	Other	Other	Illumina
002872995	133169	1728323	3197	1851	1341	5	108	84	360	Other	Other	PacBio
002880755	12421315	53103722	3376	3313	21	42	8	6	46	Other	Other	CLR
002880775	11074009	98475126	3385	3335	15	35	3	2	56	Other	Other	CLR
002895965	62406	188223	3140	3025	114	1	163	87	515	Other	Other	PacBio
002896415	43735	228109	3187	3178	7	2	123	79	79	Other	Other	Illumina
002897255	2822	4644	1473	1459	14	0	1346	541	98	Other	Other	Illumina
002901085	89121	110915	2886	2884	2	0	414	84	66	Other	Other	Illumina
002901205	105778	16846143	3271	3255	16	0	85	34	90	Other	Other	Illumina
002909625	10597	13160	1796	1791	5	0	1274	301	47	Other	Other	Illumina
002910315	55619	1018695	3098	1956	1140	2	125	166	360	Other	Other	PacBio
002922805	30057	29987720	3328	3310	17	1	35	27	111	Other	Other	Illumina
002925995	76614	24249581	3294	2952	340	2	76	19	76	Other	Other	Illumina
002940915	80278	26869735	3362	3340	4	18	20	8	98	Other	Other	Illumina
002968435	23623	102953489	2877	2849	6	22	53	460	230	Other	Other	Illumina
002993835	14568	3579700	3050	3000	17	33	202	137	2023	Other	Other	Other
002994505	740108	9509606	3326	3311	15	0	14	50	68	Other	Other	PacBio
002995585	34064	110752	2768	2692	34	42	509	108	226	Other	Other	Illumina
003009895	311202	2001327	3367	3330	7	30	20	3	63	Other	Other	Illumina
003031525	86003	6341296	3353	3317	11	25	26	11	105	Other	Other	Illumina
003031625	86564	895074	3303	3292	11	0	64	22	75	Other	Other	Illumina
003033725	134070	15144613	3348	3336	6	6	29	13	74	Other	Other	Illumina
003047355	3123421	38416550	3376	3335	40	1	3	11	129	Other	Other	CLR
003054885	37711	411616	3049	3029	20	0	260	79	199	Other	Other	Illumina
003071005	2838	28296388	3309	3289	8	12	49	32	253	Other	Other	Illumina
003097735	17511	6651460	3247	3242	5	0	100	43	139	Other	Other	Illumina
003118495	94905	94905	2513	2371	100	42	733	140	138	Other	Other	Illumina
003118565	21853	109004681	3064	3053	4	7	238	88	196	Other	Other	Illumina
003121395	22441509	117219835	3388	3337	7	44	2	0	156	Other	Other	CLR
003121645	151569	72289505	2083	2037	17	29	97	1210	116	Other	Other	Illumina
003160815	55450	12472085	3364	3297	18	49	21	5	112	Other	Other	Illumina
003182575	20979	21385	2088	2038	19	31	1010	276	114	Other	Other	Illumina
003182615	376582	15190720	3380	3304	14	62	9	1	66	Other	Other	Illumina
003186165	54836	24811384	3310	3304	6	0	16	64	92	Other	Other	Illumina
003227395	206065	1235788	3338	3256	48	34	44	8	89	Other	Other	Illumina
003231725	2430	3045	1128	1107	21	0	1557	662	285	Other	Other	Illumina
003254725	40716615	64250934	3387	3317	9	61	2	1	79	Other	Other	CLR
003255815	310061	130230028	3359	3274	24	61	21	9	65	Other	Other	Illumina
003258685	47757	2710671	3336	3292	10	34	43	11	68	Other	Other	Illumina
003259725	64091	42147404	3250	3249	1	0	88	52	91	Other	Other	Illumina
003264535	22336	5226289	3198	3195	3	0	136	56	207	Other	Other	Other
003264545	22341	5226396	3200	3196	4	0	136	54	186	Other	Other	Other
003264555	22336	5226338	3196	3194	2	0	141	53	200	Other	Other	Other
003264595	22340	5226391	3203	3201	2	0	133	54	206	Other	Other	Other
003264615	22339	5226675	3198	3196	2	0	139	53	178	Other	Other	Other
003264635	22343	5226700	3202	3198	4	0	134	54	201	Other	Other	Other
003264655	22339	5226231	3198	3193	5	0	137	55	197	Other	Other	Other
003264665	22339	5226628	3198	3196	2	0	139	53	202	Other	Other	Other
003264685	22342	5226246	3197	3196	1	0	136	57	193	Other	Other	Other
003264715	22337	5226395	3199	3196	3	0	138	53	197	Other	Other	Other
003264735	22339	5226263	3198	3196	2	0	137	55	198	Other	Other	Other
003264755	22337	5226340	3203	3201	2	0	134	53	197	Other	Other	Other
003265705	161048	46987914	3380	3252	22	106	7	3	74	Other	Other	Illumina
003286495	23480	69780276	3237	3229	4	4	115	38	140	Other	Other	Illumina
003309015	32411	20611436	2874	2866	8	0	415	96	171	Other	Other	PacBio
003317085	37639	287338	3106	1834	1268	4	173	111	151	Other	Other	Illumina
003327715	27187	100532876	3182	3169	9	4	135	73	170	Zoonomia	Other	ONT
003331165	7084538	32404057	3366	3314	51	1	7	17	144	Other	Other	PacBio
003336285	30868	90211335	3326	3237	15	74	46	18	92	Other	Other	Other
003339765	46608966	82346004	3386	3313	17	56	3	1	75	Other	Other	Other
003342815	126242	3261870	3361	3359	2	0	20	9	57	Other	Other	Illumina
003342835	68142	3903569	3348	3346	2	0	32	10	57	Other	Other	Illumina
003342845	95599	3369196	3356	3355	1	0	26	8	62	Other	Other	Illumina
003342895	165721	3704890	3366	3362	4	0	18	6	54	Other	Other	Illumina
003342905	172131	3305683	3350	3348	2	0	31	9	57	Other	Other	Illumina
003342965	138403	1622467	3345	3344	1	0	38	7	64	Other	Other	Illumina
003342985	120127	1371329	3327	3326	1	0	53	10	54	Other	Other	Illumina
003343005	88762	3949999	3343	3343	0	0	34	13	51	Other	Other	Illumina
003343035	129376	1672276	3354	3354	0	0	30	6	62	Other	Other	Illumina
003344425	27247	189900	2984	2963	14	7	347	55	135	Other	Other	PacBio
003347165	7741	223139	2435	2421	14	0	553	401	350	Other	Other	Illumina
003368295	821153	22763433	3354	1227	2120	7	18	18	182	Other	Other	CLR
003399555	14136	302682	3146	3142	4	0	178	66	168	Other	Other	Illumina
003400225	90121	3265787	3281	3274	7	0	94	15	120	Other	Other	Illumina
003400415	14888	179897795	3019	3012	5	2	178	192	141	Other	Other	Illumina
003402435	20864	1433177	3366	3357	8	1	19	5	104	Other	Other	Other
003402635	18879	467050	3170	3164	6	0	138	81	115	Other	Other	Illumina
003402825	7737654	7737654	3372	2213	1158	1	5	13	114	Other	Other	CLR
003412525	18197	6260519	2872	2854	18	0	322	192	132	Other	Other	Illumina
003413605	38217	1560063	3269	3266	3	0	93	27	157	Other	Other	Illumina
003416845	29992	1126915	3320	3311	9	0	58	12	85	Other	Other	CLR
003426825	641411	987278	3310	3232	77	1	39	40	100	Other	Other	ONT
003426925	91013	3964291	3309	3284	7	18	42	38	83	Other	Other	Illumina
003427335	21276	1963924	3153	3145	7	1	148	88	107	Other	Other	Illumina
003427355	7146	282424	2784	2759	8	17	436	162	99	Other	Other	Illumina
003435085	107959	11324524	3358	3355	3	0	20	12	91	Other	Other	Illumina
003435595	27134	931081	2987	1052	1915	20	322	76	133	Other	Other	Illumina
003457575	18227	2413955	3306	3292	12	2	40	44	50	Other	Other	Illumina
003508835	8002591	8002591	3363	3350	11	2	14	13	1063	Other	Other	CLR
003521335	182701	9008636	3362	3291	20	51	21	7	77	Other	Other	Illumina
003546035	71550	2810030	3251	3246	2	3	72	66	95	Other	Other	Illumina
003573665	257093	257093	3296	1754	1541	1	45	49	263	Other	Other	CLR
003584765	314844	36708181	3378	3325	41	12	8	4	66	Other	Other	Illumina
003586115	500019	55382274	3368	3358	6	4	6	16	50	Other	Other	CLR
003597225	11014	36264158	3259	3098	160	1	101	30	428	Other	Other	Other
003597395	119261	148185065	3382	3377	4	1	3	5	82	Other	Other	PacBio
003601015	8420670	8420670	3367	3303	24	40	13	10	115	Other	Other	CLR
003604245	46102	2991981	3270	3255	11	4	70	49	53	Other	Other	Illumina
003604335	10878	25577	2206	2177	26	3	784	391	113	Other	Other	Illumina
003610055	20318	51932	2823	2811	12	0	452	110	60	Other	Other	Illumina
003650155	38053	19754490	3359	3329	30	0	20	11	100	Other	Other	Illumina
003651195	129889	188026	3191	3111	76	4	139	60	71	Other	Other	PacBio
003665695	37141	613956	3293	3275	17	1	71	25	165	Other	Other	Illumina
003668045	2711962	274391693	3374	3338	14	22	10	6	57	Other	Other	Illumina
003671635	62522	14288580	3175	3158	17	0	103	112	136	Other	Other	Illumina
003676055	137954	17126938	3276	3230	45	1	74	40	74	Other	Other	Illumina
003676075	143798	11407078	3367	3271	21	75	14	9	59	Other	Other	Illumina
003676395	255779	28371583	3378	3330	12	36	9	3	76	Other	Other	Illumina
003692655	6124600	25954216	3364	3318	45	1	6	20	200	Other	Other	PacBio
003697955	189165	3136279	3362	3359	3	0	24	4	61	Other	Other	Illumina
003697985	9488	9678	1290	1225	32	33	1427	638	206	Other	Other	Illumina
003697995	37750	54556	2180	2153	18	9	944	258	111	Other	Other	Illumina
003704035	30111	115033041	3351	3292	17	42	24	15	89	Other	Other	Illumina
003704135	13217	117603569	3357	3310	8	39	20	13	86	Other	Other	Illumina
003709585	179924	48500042	3378	18	3360	0	10	2	67	Other	Other	Illumina
003711565	4357567	15676631	3326	3309	16	1	18	46	146	Other	Other	CLR
003711585	1327071	29200035	3331	3052	279	0	18	41	411	Other	Other	CLR
003713215	415330	3264865	3344	3339	4	1	29	17	65	Other	Other	Illumina
003713265	96622	882045	3286	3281	3	2	79	24	84	Other	Other	Illumina
003713285	241639	6488714	3339	3335	3	1	31	20	60	Other	Other	Illumina
003713295	432029	3066654	3345	3336	8	1	24	21	56	Other	Other	Illumina
003713305	465502	3187586	3334	3330	2	2	31	24	52	Other	Other	Illumina
003724035	980445	3653474	3297	3266	30	1	28	64	266	Other	Other	Illumina
003731715	36058	4459447	3336	3306	28	2	36	18	79	Other	Other	Illumina
003774525	391273	1291016	3322	3220	12	90	49	19	90	Other	Other	PacBio
003798545	172761	20764858	3379	3256	23	100	4	7	90	Other	Other	Illumina
003829775	75757	71317294	3289	3284	3	2	57	44	91	Other	Other	Illumina
003845795	2833482	27849869	3342	3100	242	0	14	34	588	Other	Other	CLR
003846335	74338	32628679	3301	3240	40	21	71	18	58	Other	Other	Illumina
003850225	36811	76129154	3206	3192	13	1	49	135	181	Other	Other	PacBio
003935095	11580	12691	2653	2638	15	0	549	180	86	Other	Other	Illumina
003942145	213602	7221511	3378	3370	5	3	10	2	58	Other	Other	Illumina
003945595	1677444	2585899	3332	3319	12	1	25	33	50	Other	Other	PacBio
003945725	262501	12385833	3335	3327	8	0	36	18	72	Other	Other	Illumina
003945745	19498	1579191	3249	3198	19	32	81	60	204	Other	Other	Illumina
003947215	208912	13267695	3338	3161	177	0	40	12	50	Other	Other	Illumina
003957565	8964551	70982421	3359	3352	6	1	6	25	72	Other	Other	CLR
003984885	237029	10517223	3337	16	3321	0	37	16	79	Other	Other	Illumina
003987875	24893	361123	3092	3064	27	1	159	136	120	Other	Other	Illumina
003993805	36551	99457149	3097	3095	2	0	203	90	105	Other	Other	Illumina
003999625	3558013	35390520	3348	3328	20	0	19	23	293	Other	Other	CLR
004006655	1694657	26315040	3251	2936	311	4	42	97	196	Other	Other	Other
004010195	37239	72140027	3244	3236	6	2	87	58	61	Other	Other	BGI
004011555	94545	2603917	3341	1314	2024	3	30	19	145	Other	Other	Illumina
004011575	59678	1596048	3345	1428	1911	6	31	14	118	Other	Other	Illumina
004011595	36306	898640	3316	1519	1790	7	50	24	149	Other	Other	Illumina
004023545	42653	22343975	2541	2517	24	0	104	745	134	Other	Other	BGI
004023745	10462	96778	2657	2654	3	0	610	118	74	Other	Other	Illumina
004023785	180702	236501	3066	3030	9	27	272	48	76	Zoonomia	Other	Illumina
004023805	62836	116574	2750	2737	7	6	540	89	91	Zoonomia	Other	Illumina
004023825	73976	102053	2905	2830	14	61	410	72	109	Zoonomia	Other	Illumina
004023845	113567	179119	2918	2873	10	35	405	62	84	Zoonomia	Other	Illumina
004023865	52833	64640	2582	2523	14	45	682	121	108	Zoonomia	Other	Illumina
004023885	128639	173473	3011	2971	8	32	322	54	70	Zoonomia	Other	Illumina
004023905	148487	186735	2995	2943	12	40	339	51	71	Zoonomia	Other	Illumina
004023925	16007	18631	1425	1417	4	4	1461	475	144	Zoonomia	Other	Illumina
004023945	51677	66490	2488	2456	9	23	731	157	87	Zoonomia	Other	Illumina
004023965	63054	85970	2640	2612	4	24	622	120	88	Zoonomia	Other	Illumina
004024565	90567	132377	3005	2875	21	109	331	53	95	Zoonomia	Other	Illumina
004024585	62870	71823	2551	2532	9	10	690	141	93	Zoonomia	Other	Illumina
004024605	90879	119023	2896	2865	3	28	432	56	74	Zoonomia	Other	Illumina
004024625	50213	59143	2767	2730	9	28	524	90	89	Zoonomia	Other	Illumina
004024645	60596	79947	2420	2345	22	53	789	178	155	Zoonomia	Other	Illumina
004024665	158439	215715	3012	2960	17	35	331	43	76	Zoonomia	Other	Illumina
004024685	30710	36811	2323	2284	12	27	836	213	98	Zoonomia	Other	Illumina
004024705	34785	11728851	3374	3285	22	67	13	3	85	Zoonomia	Other	Illumina
004024725	90923	118572	2814	2745	14	55	479	88	97	Zoonomia	Other	Illumina
004024745	65965	19204659	3366	3353	7	6	17	7	65	Zoonomia	Other	Illumina
004024765	23350	26350	2262	2205	16	41	852	258	146	Zoonomia	Other	Illumina
004024785	59033	73111	2576	2511	16	49	664	142	130	Zoonomia	Other	Illumina
004024805	64054	83865	2680	2609	12	59	589	116	90	Zoonomia	Other	Illumina
004024825	51434	68569	2615	2522	21	72	647	120	104	Zoonomia	Other	Illumina
004024845	141649	165561	3001	2986	7	8	320	67	67	Zoonomia	Other	Illumina
004024865	100260	125332	3016	3012	4	0	307	64	63	Zoonomia	Other	Illumina
004024885	53787	65636	2746	2598	31	117	524	113	168	Zoonomia	Other	Illumina
004024905	225792	308930	2931	2918	8	5	395	59	53	Zoonomia	Other	Illumina
004024925	72421	94879	2896	2883	5	8	412	78	70	Zoonomia	Other	Illumina
004024945	43618	55035	2147	2131	5	11	872	358	72	Zoonomia	Other	Illumina
004024965	80230	14082842	3355	3260	19	76	26	9	78	Zoonomia	Other	Illumina
004024985	6406	6453	1074	1043	9	22	1534	739	195	Zoonomia	Other	Illumina
004025005	22617	24311	2268	2214	27	27	869	245	158	Zoonomia	Other	Illumina
004025025	164193	186384	2827	2820	4	3	478	81	57	Zoonomia	Other	Illumina
004025045	67983	101373	2990	2818	32	140	335	64	83	Zoonomia	Other	Illumina
004025065	25064	29955	1966	1890	26	50	1101	303	192	Zoonomia	Other	Illumina
004025085	18955	21523	2006	1987	7	12	1057	305	136	Zoonomia	Other	Illumina
004025105	18654	19789	2202	2048	66	88	903	267	305	Zoonomia	Other	Illumina
004026145	1312995	16785490	3268	3055	212	1	38	84	554	Other	Other	CLR
004026225	2627	2627	1029	951	55	23	1365	959	520	Zoonomia	Other	Illumina
004026525	82539	108707	3033	3016	5	12	302	54	65	Zoonomia	Other	Illumina
004026545	142682	156292	3069	3057	10	2	270	47	75	Zoonomia	Other	Illumina
004026565	77671	89062	2878	2752	13	113	425	82	86	Zoonomia	Other	Illumina
004026585	135651	191494	3039	2953	14	72	299	50	111	Zoonomia	Other	Illumina
004026605	73746	89093	2853	2799	12	42	439	94	65	Zoonomia	Other	Illumina
004026625	26707	33992	2209	2142	43	24	929	231	114	Zoonomia	Other	Illumina
004026645	63292	83104	2679	2604	15	60	586	115	125	Zoonomia	Other	Illumina
004026665	23400	26051	2154	2109	18	27	964	254	157	Zoonomia	Other	Illumina
004026685	67024	86766	2646	2599	13	34	616	115	115	Zoonomia	Other	Illumina
004026705	56946	65143	2248	2176	19	53	903	226	209	Zoonomia	Other	Illumina
004026725	18287	20878	2222	2197	9	16	922	229	108	Zoonomia	Other	Illumina
004026745	36434	41255	2357	2284	33	40	819	203	268	Zoonomia	Other	Illumina
004026765	62961	68868	2693	2650	17	26	566	123	116	Zoonomia	Other	Illumina
004026785	69839	100883	3082	3033	28	21	248	58	77	Zoonomia	Other	Illumina
004026805	35165	38543	2304	1714	561	29	874	204	144	Zoonomia	Other	Illumina
004026825	66552	85340	2860	2763	21	76	430	100	101	Zoonomia	Other	Illumina
004026855	15057	16725	1756	1683	24	49	1212	399	215	Zoonomia	Other	Illumina
004026885	71674	96489	3093	3066	7	20	236	57	82	Zoonomia	Other	Illumina
004026905	57102	64768	2777	2729	15	33	512	97	120	Zoonomia	Other	Illumina
004026945	55973	69397	2738	2646	16	76	537	109	104	Zoonomia	Other	Illumina
004026965	29916	35766	2282	2251	12	19	883	212	101	Zoonomia	Other	Illumina
